Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Is_Approaching,Is_Scheduled,Is_Delayed,Is_Fault
40330,30065,Grand,95th/Dan Ryan,Red,809,2023-04-21T10:25:05,2023-04-21T10:26:05,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,809,2023-04-21T10:25:57,2023-04-21T10:26:57,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,809,2023-04-21T10:25:57,2023-04-21T10:26:57,1,0,0,0
41360,30265,California,Ashland/63rd,G,2,2023-04-21T10:26:34,2023-04-21T10:27:34,1,0,0,0
40840,30164,South Boulevard,Loop,P,506,2023-04-21T10:26:26,2023-04-21T10:27:26,1,0,0,0
41130,30215,Halsted,Loop,Org,706,2023-04-21T10:26:57,2023-04-21T10:27:57,1,0,0,0
41360,30265,California,Ashland/63rd,G,2,2023-04-21T10:27:35,2023-04-21T10:28:35,1,0,0,0
41130,30215,Halsted,Loop,Org,706,2023-04-21T10:27:29,2023-04-21T10:28:29,1,0,0,0
41360,30265,California,Ashland/63rd,G,2,2023-04-21T10:27:35,2023-04-21T10:28:35,1,0,0,0
41360,30266,California,Harlem/Lake,G,607,2023-04-21T10:27:43,2023-04-21T10:28:43,1,0,0,0
41360,30266,California,Harlem/Lake,G,607,2023-04-21T10:28:11,2023-04-21T10:29:11,1,0,0,0
41360,30266,California,Harlem/Lake,G,607,2023-04-21T10:28:44,2023-04-21T10:29:44,1,0,0,0
41440,30278,Addison,Loop,Brn,403,2023-04-21T10:28:54,2023-04-21T10:29:54,1,0,0,0
41360,30266,California,Harlem/Lake,G,607,2023-04-21T10:28:44,2023-04-21T10:29:44,1,0,0,0
40330,30064,Grand,Howard,Red,906,2023-04-21T10:30:34,2023-04-21T10:31:34,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,117,2023-04-21T10:30:55,2023-04-21T10:31:55,1,0,0,0
40330,30064,Grand,Howard,Red,906,2023-04-21T10:30:59,2023-04-21T10:31:59,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,117,2023-04-21T10:31:39,2023-04-21T10:32:39,1,0,0,0
40330,30064,Grand,Howard,Red,906,2023-04-21T10:30:59,2023-04-21T10:31:59,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,117,2023-04-21T10:32:01,2023-04-21T10:33:01,1,0,0,0
40330,30064,Grand,Howard,Red,906,2023-04-21T10:30:59,2023-04-21T10:31:59,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T10:32:01,2023-04-21T10:33:01,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,117,2023-04-21T10:32:24,2023-04-21T10:33:24,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T10:32:42,2023-04-21T10:33:42,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,117,2023-04-21T10:32:24,2023-04-21T10:33:24,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,904,2023-04-21T10:34:01,2023-04-21T10:35:01,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,904,2023-04-21T10:34:52,2023-04-21T10:35:52,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,593,2023-04-21T10:34:52,2023-04-21T10:35:52,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,904,2023-04-21T10:34:52,2023-04-21T10:35:52,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,593,2023-04-21T10:35:26,2023-04-21T10:36:26,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,904,2023-04-21T10:34:52,2023-04-21T10:35:52,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,904,2023-04-21T10:34:52,2023-04-21T10:35:52,1,0,0,0
41030,30199,Polk,Loop,Pink,305,2023-04-21T10:36:39,2023-04-21T10:37:39,1,0,0,0
41030,30199,Polk,Loop,Pink,305,2023-04-21T10:36:58,2023-04-21T10:37:58,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,209,2023-04-21T10:37:35,2023-04-21T10:38:35,1,0,0,0
40330,30064,Grand,Howard,Red,813,2023-04-21T10:37:37,2023-04-21T10:38:37,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,209,2023-04-21T10:38:17,2023-04-21T10:39:17,1,0,0,0
40330,30064,Grand,Howard,Red,813,2023-04-21T10:37:37,2023-04-21T10:38:37,1,0,0,0
41360,30265,California,Cottage Grove,G,1,2023-04-21T10:38:15,2023-04-21T10:39:15,1,0,0,0
41360,30266,California,Harlem/Lake,G,6,2023-04-21T10:38:03,2023-04-21T10:39:03,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,209,2023-04-21T10:38:35,2023-04-21T10:39:35,1,0,0,0
40330,30064,Grand,Howard,Red,813,2023-04-21T10:38:32,2023-04-21T10:39:32,1,0,0,0
41360,30265,California,Cottage Grove,G,1,2023-04-21T10:38:15,2023-04-21T10:39:15,1,0,0,0
41360,30266,California,Harlem/Lake,G,6,2023-04-21T10:38:35,2023-04-21T10:39:35,1,0,0,0
41360,30265,California,Cottage Grove,G,1,2023-04-21T10:39:17,2023-04-21T10:40:17,1,0,0,0
41360,30266,California,Harlem/Lake,G,6,2023-04-21T10:39:05,2023-04-21T10:40:05,1,0,0,0
41360,30265,California,Cottage Grove,G,1,2023-04-21T10:39:17,2023-04-21T10:40:17,1,0,0,0
41360,30266,California,Harlem/Lake,G,6,2023-04-21T10:39:05,2023-04-21T10:40:05,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,908,2023-04-21T10:40:36,2023-04-21T10:41:36,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,908,2023-04-21T10:40:36,2023-04-21T10:41:36,1,0,0,0
41130,30215,Halsted,Loop,Org,703,2023-04-21T10:41:16,2023-04-21T10:42:16,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,908,2023-04-21T10:41:23,2023-04-21T10:42:23,1,0,0,0
41130,30215,Halsted,Loop,Org,703,2023-04-21T10:41:49,2023-04-21T10:42:49,1,0,0,0
41440,30278,Addison,Loop,Brn,404,2023-04-21T10:42:09,2023-04-21T10:43:09,1,0,0,0
41440,30278,Addison,Loop,Brn,404,2023-04-21T10:42:09,2023-04-21T10:43:09,1,0,0,0
41440,30278,Addison,Loop,Brn,404,2023-04-21T10:42:09,2023-04-21T10:43:09,1,0,0,0
41440,30278,Addison,Loop,Brn,404,2023-04-21T10:42:09,2023-04-21T10:43:09,1,0,0,0
41030,30199,Polk,Loop,Pink,302,2023-04-21T10:43:55,2023-04-21T10:44:55,1,0,0,0
41030,30199,Polk,Loop,Pink,302,2023-04-21T10:44:31,2023-04-21T10:45:31,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,593,2023-04-21T10:45:58,2023-04-21T10:46:58,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,593,2023-04-21T10:46:40,2023-04-21T10:47:40,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,103,2023-04-21T10:47:47,2023-04-21T10:48:47,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,103,2023-04-21T10:48:00,2023-04-21T10:49:00,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,903,2023-04-21T10:48:22,2023-04-21T10:49:22,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,903,2023-04-21T10:49:10,2023-04-21T10:50:10,1,0,0,0
41360,30266,California,Harlem/Lake,G,601,2023-04-21T10:49:48,2023-04-21T10:50:48,1,0,0,0
41360,30266,California,Harlem/Lake,G,601,2023-04-21T10:50:31,2023-04-21T10:51:31,1,0,0,0
41360,30266,California,Harlem/Lake,G,601,2023-04-21T10:50:31,2023-04-21T10:51:31,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,210,2023-04-21T10:51:36,2023-04-21T10:52:36,1,0,0,0
41360,30266,California,Harlem/Lake,G,601,2023-04-21T10:51:09,2023-04-21T10:52:09,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,591,2023-04-21T10:51:36,2023-04-21T10:52:36,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,210,2023-04-21T10:51:50,2023-04-21T10:52:50,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,210,2023-04-21T10:52:35,2023-04-21T10:53:35,1,0,0,0
41360,30265,California,Ashland/63rd,G,9,2023-04-21T10:52:58,2023-04-21T10:53:58,1,0,0,0
41440,30278,Addison,Loop,Brn,415,2023-04-21T10:53:19,2023-04-21T10:54:19,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,110,2023-04-21T10:53:37,2023-04-21T10:54:37,1,0,0,0
40330,30064,Grand,Howard,Red,804,2023-04-21T10:53:33,2023-04-21T10:54:33,1,0,0,0
41360,30265,California,Ashland/63rd,G,9,2023-04-21T10:52:58,2023-04-21T10:53:58,1,0,0,0
41440,30278,Addison,Loop,Brn,415,2023-04-21T10:53:19,2023-04-21T10:54:19,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,105,2023-04-21T10:54:11,2023-04-21T10:55:11,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,110,2023-04-21T10:54:19,2023-04-21T10:55:19,1,0,0,0
40330,30064,Grand,Howard,Red,804,2023-04-21T10:54:09,2023-04-21T10:55:09,1,0,0,0
41030,30199,Polk,Loop,Pink,303,2023-04-21T10:54:54,2023-04-21T10:55:54,1,0,0,0
41030,30199,Polk,Loop,Pink,303,2023-04-21T10:55:11,2023-04-21T10:56:11,1,0,0,0
41130,30215,Halsted,Loop,Org,704,2023-04-21T10:55:58,2023-04-21T10:56:58,1,0,0,0
41130,30215,Halsted,Loop,Org,704,2023-04-21T10:56:16,2023-04-21T10:57:16,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,910,2023-04-21T10:56:32,2023-04-21T10:57:32,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,910,2023-04-21T10:57:25,2023-04-21T10:58:25,1,0,0,0
40330,30064,Grand,Howard,Red,814,2023-04-21T10:58:23,2023-04-21T10:59:23,1,0,0,0
40330,30064,Grand,Howard,Red,814,2023-04-21T10:58:48,2023-04-21T10:59:48,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:00:36,2023-04-21T11:01:36,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:01:13,2023-04-21T11:02:13,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:01:52,2023-04-21T11:02:52,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T11:02:07,2023-04-21T11:03:07,1,0,0,0
41360,30265,California,Cottage Grove,G,606,2023-04-21T11:02:41,2023-04-21T11:03:41,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T11:02:51,2023-04-21T11:03:51,1,0,0,0
41360,30265,California,Cottage Grove,G,606,2023-04-21T11:02:41,2023-04-21T11:03:41,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T11:02:51,2023-04-21T11:03:51,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,205,2023-04-21T11:03:53,2023-04-21T11:04:53,1,0,0,0
41360,30265,California,Cottage Grove,G,606,2023-04-21T11:03:37,2023-04-21T11:04:37,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,205,2023-04-21T11:04:28,2023-04-21T11:05:28,1,0,0,0
41360,30266,California,Harlem/Lake,G,4,2023-04-21T11:04:37,2023-04-21T11:05:37,1,0,0,0
41360,30266,California,Harlem/Lake,G,4,2023-04-21T11:04:37,2023-04-21T11:05:37,1,0,0,0
41360,30266,California,Harlem/Lake,G,4,2023-04-21T11:05:37,2023-04-21T11:06:37,1,0,0,0
41360,30266,California,Harlem/Lake,G,4,2023-04-21T11:05:37,2023-04-21T11:06:37,1,0,0,0
41360,30266,California,Harlem/Lake,G,4,2023-04-21T11:05:37,2023-04-21T11:06:37,1,0,0,0
40330,30064,Grand,Howard,Red,805,2023-04-21T11:07:02,2023-04-21T11:08:02,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,911,2023-04-21T11:06:54,2023-04-21T11:07:54,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,911,2023-04-21T11:07:38,2023-04-21T11:08:38,1,0,0,0
41030,30199,Polk,Loop,Pink,304,2023-04-21T11:07:30,2023-04-21T11:08:30,1,0,0,0
41030,30199,Polk,Loop,Pink,304,2023-04-21T11:08:15,2023-04-21T11:09:15,1,0,0,0
41130,30215,Halsted,Loop,Org,705,2023-04-21T11:08:53,2023-04-21T11:09:53,1,0,0,0
41130,30215,Halsted,Loop,Org,705,2023-04-21T11:09:18,2023-04-21T11:10:18,1,0,0,0
41440,30278,Addison,Loop,Brn,405,2023-04-21T11:09:20,2023-04-21T11:10:20,1,0,0,0
41440,30278,Addison,Loop,Brn,405,2023-04-21T11:09:20,2023-04-21T11:10:20,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,817,2023-04-21T11:10:45,2023-04-21T11:11:45,1,0,0,0
40840,30164,South Boulevard,Loop,P,509,2023-04-21T11:10:54,2023-04-21T11:11:54,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,111,2023-04-21T11:11:31,2023-04-21T11:12:31,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,817,2023-04-21T11:11:25,2023-04-21T11:12:25,1,0,0,0
40840,30164,South Boulevard,Loop,P,509,2023-04-21T11:10:54,2023-04-21T11:11:54,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,111,2023-04-21T11:11:57,2023-04-21T11:12:57,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,202,2023-04-21T11:12:31,2023-04-21T11:13:31,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,111,2023-04-21T11:12:29,2023-04-21T11:13:29,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,202,2023-04-21T11:12:43,2023-04-21T11:13:43,1,0,0,0
41360,30266,California,Harlem/Lake,G,603,2023-04-21T11:13:18,2023-04-21T11:14:18,1,0,0,0
41360,30266,California,Harlem/Lake,G,603,2023-04-21T11:13:18,2023-04-21T11:14:18,1,0,0,0
41360,30266,California,Harlem/Lake,G,603,2023-04-21T11:13:55,2023-04-21T11:14:55,1,0,0,0
41360,30266,California,Harlem/Lake,G,603,2023-04-21T11:14:29,2023-04-21T11:15:29,1,0,0,0
41360,30265,California,Ashland/63rd,G,5,2023-04-21T11:15:11,2023-04-21T11:16:11,1,0,0,0
41360,30266,California,Harlem/Lake,G,603,2023-04-21T11:14:29,2023-04-21T11:15:29,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,593,2023-04-21T11:15:13,2023-04-21T11:16:13,1,0,0,0
41360,30265,California,Ashland/63rd,G,5,2023-04-21T11:15:11,2023-04-21T11:16:11,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,593,2023-04-21T11:15:54,2023-04-21T11:16:54,1,0,0,0
41360,30265,California,Ashland/63rd,G,5,2023-04-21T11:16:08,2023-04-21T11:17:08,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,593,2023-04-21T11:15:54,2023-04-21T11:16:54,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,204,2023-04-21T11:18:59,2023-04-21T11:19:59,1,0,0,0
41360,30266,California,Harlem/Lake,G,602,2023-04-21T11:18:58,2023-04-21T11:19:58,1,0,0,0
41030,30199,Polk,Loop,Pink,308,2023-04-21T11:18:52,2023-04-21T11:19:52,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,206,2023-04-21T11:19:36,2023-04-21T11:20:36,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,204,2023-04-21T11:19:32,2023-04-21T11:20:32,1,0,0,0
41360,30266,California,Harlem/Lake,G,602,2023-04-21T11:19:31,2023-04-21T11:20:31,1,0,0,0
41030,30199,Polk,Loop,Pink,308,2023-04-21T11:19:38,2023-04-21T11:20:38,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,206,2023-04-21T11:19:48,2023-04-21T11:20:48,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,204,2023-04-21T11:19:50,2023-04-21T11:20:50,1,0,0,0
41360,30266,California,Harlem/Lake,G,602,2023-04-21T11:19:31,2023-04-21T11:20:31,1,0,0,0
41030,30199,Polk,Loop,Pink,308,2023-04-21T11:19:59,2023-04-21T11:20:59,1,0,0,0
41360,30266,California,Harlem/Lake,G,602,2023-04-21T11:20:03,2023-04-21T11:21:03,1,0,0,0
40330,30064,Grand,Howard,Red,815,2023-04-21T11:21:17,2023-04-21T11:22:17,1,0,0,0
41440,30278,Addison,Loop,Brn,409,2023-04-21T11:21:15,2023-04-21T11:22:15,1,0,0,0
41440,30278,Addison,Loop,Brn,409,2023-04-21T11:21:15,2023-04-21T11:22:15,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,591,2023-04-21T11:21:32,2023-04-21T11:22:32,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,591,2023-04-21T11:22:13,2023-04-21T11:23:13,1,0,0,0
40330,30064,Grand,Howard,Red,807,2023-04-21T11:23:55,2023-04-21T11:24:55,1,0,0,0
40330,30064,Grand,Howard,Red,807,2023-04-21T11:24:12,2023-04-21T11:25:12,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,818,2023-04-21T11:24:30,2023-04-21T11:25:30,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,818,2023-04-21T11:25:20,2023-04-21T11:26:20,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,593,2023-04-21T11:25:46,2023-04-21T11:26:46,1,0,0,0
41360,30265,California,Cottage Grove,G,607,2023-04-21T11:26:28,2023-04-21T11:27:28,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,593,2023-04-21T11:26:32,2023-04-21T11:27:32,1,0,0,0
41130,30215,Halsted,Loop,Org,701,2023-04-21T11:26:35,2023-04-21T11:27:35,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,108,2023-04-21T11:27:10,2023-04-21T11:28:10,1,0,0,0
41360,30265,California,Cottage Grove,G,607,2023-04-21T11:26:28,2023-04-21T11:27:28,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,108,2023-04-21T11:27:35,2023-04-21T11:28:35,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,819,2023-04-21T11:27:22,2023-04-21T11:28:22,1,0,0,0
41360,30265,California,Cottage Grove,G,607,2023-04-21T11:27:28,2023-04-21T11:28:28,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,819,2023-04-21T11:27:41,2023-04-21T11:28:41,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,819,2023-04-21T11:28:26,2023-04-21T11:29:26,1,0,0,0
41030,30199,Polk,Loop,Pink,306,2023-04-21T11:31:11,2023-04-21T11:32:11,1,0,0,0
41030,30199,Polk,Loop,Pink,306,2023-04-21T11:31:58,2023-04-21T11:32:58,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T11:32:38,2023-04-21T11:33:38,1,0,0,0
40330,30064,Grand,Howard,Red,912,2023-04-21T11:32:59,2023-04-21T11:33:59,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T11:32:51,2023-04-21T11:33:51,1,0,0,0
41440,30278,Addison,Loop,Brn,406,2023-04-21T11:33:19,2023-04-21T11:34:19,1,0,0,0
41440,30278,Addison,Loop,Brn,406,2023-04-21T11:33:19,2023-04-21T11:34:19,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,207,2023-04-21T11:37:17,2023-04-21T11:38:17,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,207,2023-04-21T11:37:43,2023-04-21T11:38:43,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:38:17,2023-04-21T11:39:17,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:38:53,2023-04-21T11:39:53,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,812,2023-04-21T11:38:52,2023-04-21T11:39:52,1,0,0,0
41360,30266,California,Harlem/Lake,G,8,2023-04-21T11:38:38,2023-04-21T11:39:38,1,0,0,0
41130,30215,Halsted,Loop,Org,702,2023-04-21T11:38:58,2023-04-21T11:39:58,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,101,2023-04-21T11:39:36,2023-04-21T11:40:36,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,812,2023-04-21T11:39:13,2023-04-21T11:40:13,1,0,0,0
41360,30265,California,Ashland/63rd,G,601,2023-04-21T11:39:10,2023-04-21T11:40:10,1,0,0,0
41360,30266,California,Harlem/Lake,G,8,2023-04-21T11:39:08,2023-04-21T11:40:08,1,0,0,0
40840,30164,South Boulevard,Howard,P,501,2023-04-21T11:39:31,2023-04-21T11:40:31,1,0,0,0
41130,30215,Halsted,Loop,Org,702,2023-04-21T11:39:26,2023-04-21T11:40:26,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,812,2023-04-21T11:39:13,2023-04-21T11:40:13,1,0,0,0
41360,30265,California,Ashland/63rd,G,601,2023-04-21T11:39:10,2023-04-21T11:40:10,1,0,0,0
41360,30266,California,Harlem/Lake,G,8,2023-04-21T11:39:41,2023-04-21T11:40:41,1,0,0,0
40840,30164,South Boulevard,Howard,P,501,2023-04-21T11:39:31,2023-04-21T11:40:31,1,0,0,0
41360,30265,California,Ashland/63rd,G,601,2023-04-21T11:40:16,2023-04-21T11:41:16,1,0,0,0
41360,30266,California,Harlem/Lake,G,8,2023-04-21T11:39:41,2023-04-21T11:40:41,1,0,0,0
40330,30064,Grand,Howard,Red,913,2023-04-21T11:40:52,2023-04-21T11:41:52,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,592,2023-04-21T11:43:14,2023-04-21T11:44:14,1,0,0,0
41030,30199,Polk,Loop,Pink,301,2023-04-21T11:43:10,2023-04-21T11:44:10,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,592,2023-04-21T11:43:14,2023-04-21T11:44:14,1,0,0,0
41030,30199,Polk,Loop,Pink,301,2023-04-21T11:43:34,2023-04-21T11:44:34,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,592,2023-04-21T11:43:49,2023-04-21T11:44:49,1,0,0,0
41440,30278,Addison,Loop,Brn,401,2023-04-21T11:44:24,2023-04-21T11:45:24,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,102,2023-04-21T11:46:18,2023-04-21T11:47:18,1,0,0,0
41020,30198,Logan Square,UIC-Halsted,Blue,102,2023-04-21T11:46:59,2023-04-21T11:47:59,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,820,2023-04-21T11:47:31,2023-04-21T11:48:31,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,820,2023-04-21T11:47:48,2023-04-21T11:48:48,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,115,2023-04-21T11:48:33,2023-04-21T11:49:33,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,820,2023-04-21T11:48:39,2023-04-21T11:49:39,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,115,2023-04-21T11:48:44,2023-04-21T11:49:44,1,0,0,0
40330,30064,Grand,Howard,Red,809,2023-04-21T11:49:00,2023-04-21T11:50:00,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,820,2023-04-21T11:48:39,2023-04-21T11:49:39,1,0,0,0
41360,30265,California,Cottage Grove,G,4,2023-04-21T11:50:03,2023-04-21T11:51:03,1,0,0,0
41360,30265,California,Cottage Grove,G,4,2023-04-21T11:50:03,2023-04-21T11:51:03,1,0,0,0
41360,30265,California,Cottage Grove,G,4,2023-04-21T11:51:10,2023-04-21T11:52:10,1,0,0,0
41360,30266,California,Harlem/Lake,G,604,2023-04-21T11:50:59,2023-04-21T11:51:59,1,0,0,0
41130,30215,Halsted,Loop,Org,707,2023-04-21T11:51:19,2023-04-21T11:52:19,1,0,0,0
41360,30266,California,Harlem/Lake,G,604,2023-04-21T11:51:43,2023-04-21T11:52:43,1,0,0,0
41130,30215,Halsted,Loop,Org,707,2023-04-21T11:51:56,2023-04-21T11:52:56,1,0,0,0
41360,30266,California,Harlem/Lake,G,604,2023-04-21T11:52:18,2023-04-21T11:53:18,1,0,0,0
41130,30215,Halsted,Loop,Org,707,2023-04-21T11:52:07,2023-04-21T11:53:07,1,0,0,0
41360,30266,California,Harlem/Lake,G,604,2023-04-21T11:52:18,2023-04-21T11:53:18,1,0,0,0
41360,30266,California,Harlem/Lake,G,604,2023-04-21T11:52:18,2023-04-21T11:53:18,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,118,2023-04-21T11:53:54,2023-04-21T11:54:54,1,0,0,0
40330,30064,Grand,Howard,Red,901,2023-04-21T11:53:47,2023-04-21T11:54:47,1,0,0,0
41440,30278,Addison,Loop,Brn,407,2023-04-21T11:53:25,2023-04-21T11:54:25,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,592,2023-04-21T11:53:41,2023-04-21T11:54:41,1,0,0,0
41020,30198,Logan Square,Forest Park,Blue,118,2023-04-21T11:54:33,2023-04-21T11:55:33,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,801,2023-04-21T11:54:24,2023-04-21T11:55:24,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,591,2023-04-21T11:54:20,2023-04-21T11:55:20,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,592,2023-04-21T11:54:29,2023-04-21T11:55:29,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,801,2023-04-21T11:54:43,2023-04-21T11:55:43,1,0,0,0
41680,30297,Oakton-Skokie,Skokie,Y,591,2023-04-21T11:54:55,2023-04-21T11:55:55,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,592,2023-04-21T11:54:29,2023-04-21T11:55:29,1,0,0,0
40330,30065,Grand,95th/Dan Ryan,Red,801,2023-04-21T11:55:34,2023-04-21T11:56:34,1,0,0,0
41030,30199,Polk,Loop,Pink,307,2023-04-21T11:56:29,2023-04-21T11:57:29,1,0,0,0
41030,30199,Polk,Loop,Pink,307,2023-04-21T11:57:14,2023-04-21T11:58:14,1,0,0,0
41020,30197,Logan Square,O'Hare,Blue,208,2023-04-21T11:57:29,2023-04-21T11:58:29,1,0,0,0
41030,30199,Polk,Loop,Pink,307,2023-04-21T11:57:36,2023-04-21T11:58:36,1,0,0,0
41360,30266,California,Harlem/Lake,G,10,2023-04-21T11:58:38,2023-04-21T11:59:38,1,0,0,0
41360,30266,California,Harlem/Lake,G,10,2023-04-21T11:59:06,2023-04-21T12:00:06,1,0,0,0
41360,30266,California,Harlem/Lake,G,10,2023-04-21T11:59:38,2023-04-21T12:00:38,1,0,0,0
41360,30266,California,Harlem/Lake,G,10,2023-04-21T11:59:38,2023-04-21T12:00:38,1,0,0,0
40330,30064,Grand,Howard,Red,902,2023-04-21T12:00:52,2023-04-21T12:01:52,1,0,0,0
41360,30265,California,Ashland/63rd,G,603,2023-04-21T12:03:06,2023-04-21T12:04:06,1,0,0,0
41360,30265,California,Ashland/63rd,G,603,2023-04-21T12:03:06,2023-04-21T12:04:06,1,0,0,0
41360,30265,California,Ashland/63rd,G,603,2023-04-21T12:04:23,2023-04-21T12:05:23,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T12:04:29,2023-04-21T12:05:29,1,0,0,0
41680,30298,Oakton-Skokie,Howard,Y,591,2023-04-21T12:05:16,2023-04-21T12:06:16,1,0,0,0
